timestamp,symbol,mid_ex1,mid_ex2,price_diff,price_diff_pct,ret_ex1,ret_ex2,rolling_corr,price_diff_mean,price_diff_std,z_score,signal,avg_mid_price,min_price_diff,signal_filtered
2025-11-15 17:45:33+00:00,EIGENUSDT,0.7042142775727431,0.7043082990317796,-9.402145903647519e-05,-0.013349474820292126,,,,,,,0,0.7042612883022614,0.0042255677298135685,0
2025-11-15 17:45:33+00:00,LPTUSDT,4.675478440282094,4.672028813664175,0.0034496266179191437,0.07383573080350234,1.8930040952550722,1.8921325067392716,,,,,0,4.673753626973134,0.028042521761838805,0
2025-11-15 17:45:33+00:00,NMRUSDT,10.500341429308412,10.454563774392993,0.045777654915418964,0.4378724536316378,0.809076276040255,0.8054451950814221,,,,,0,10.477452601850702,0.06286471561110421,0
2025-11-15 17:45:33+00:00,SNXUSDT,0.7368735536578277,0.7370933018691502,-0.00021974821132253464,-0.02981280806178654,-2.6567467442095514,-2.652079405864709,,,,,0,0.736983427763489,0.004421900566580934,0
2025-11-15 17:45:34+00:00,EIGENUSDT,0.7041130668952724,0.7043083000150667,-0.00019523311979430247,-0.027719838001359062,-0.04547735883683838,-0.045498294559881095,,,,,0,0.7042106834551696,0.0042252641007310176,0
2025-11-15 17:45:34+00:00,LPTUSDT,4.675478440282094,4.670292871897355,0.00518556838473927,0.11103304497117285,1.8931478270061348,1.8917608757107864,,,,,0,4.672885656089725,0.02803731393653835,0
2025-11-15 17:45:34+00:00,NMRUSDT,10.500341429308412,10.454563788988644,0.045777640319768054,0.4378723134099936,0.809076276040255,0.8058168261099073,,,,,0,10.477452609148528,0.06286471565489117,0
2025-11-15 17:45:34+00:00,PUMPUSDT,0.0035963825128283,0.0035932893919301,3.0931208982003244e-06,0.08608048394729724,-7.979234569987383,-7.975725840127737,,,,,0,0.0035948359523792,2.1569015714275197e-05,0
2025-11-15 17:45:34+00:00,SNXUSDT,0.7368735536578277,0.7370933028982086,-0.0002197492403809287,-0.029812947630494982,5.322487825777832,5.323646434263028,,,,,0,0.7369834282780181,0.004421900569668108,0
2025-11-15 17:45:34+00:00,TIAUSDT,0.8734941539556623,0.875527512781823,-0.002033358826160625,-0.23224385258893945,0.1700851284006574,0.17211209404398295,,,,,0,0.8745108333687426,0.0052470650002124555,0
2025-11-15 17:45:35+00:00,EIGENUSDT,0.7042145912099195,0.7043083000150667,-9.370880514725233e-05,-0.013305083178097955,-0.21541831011473803,-0.2176103899999675,,,,,0,0.7042614456124932,0.004225568673674959,0
2025-11-15 17:45:35+00:00,LPTUSDT,4.675478440282094,4.670292871897355,0.00518556838473927,0.11103304497117285,1.893003649883377,1.8917608757107864,,,,,0,4.672885656089725,0.02803731393653835,0
2025-11-15 17:45:35+00:00,NMRUSDT,10.500341429308412,10.45267354043489,0.047667888873521136,0.45603537400382527,0.809076276040255,0.8056360036962025,,,,,0,10.47650748487165,0.0628590449092299,0
2025-11-15 17:45:35+00:00,PENGUUSDT,0.0132696343545233,0.0132625893483864,7.045006136900678e-06,0.053119386809317236,-6.673684759023096,-6.669665825024852,,,,,0,0.01326611185145485,7.95966711087291e-05,0
2025-11-15 17:45:35+00:00,PUMPUSDT,0.0035963825128283,0.0035931878167056,3.1946961227000484e-06,0.08890980059119462,-1.3055498109642876,-1.3059074611221149,,,,,0,0.00359478516476695,2.15687109886017e-05,0
2025-11-15 17:45:35+00:00,SNXUSDT,0.7368735536578277,0.7370933028982086,-0.0002197492403809287,-0.029812947630494982,5.322487825777832,5.323674702695963,,,,,0,0.7369834282780181,0.004421900569668108,0
2025-11-15 17:45:35+00:00,SOLUSDT,143.10812157368224,143.1729762480022,-0.06485467431994607,-0.045298125400149346,5.268939409982748,5.269094319938019,,,,,0,143.1405489108422,0.8588432934650532,0
2025-11-15 17:45:35+00:00,TIAUSDT,0.8735820063429013,0.8728230460281913,0.000758960314710011,0.08695466030184283,-5.0987537108235745,-5.100075963470964,,,,,0,0.8732025261855463,0.005239215157113278,0
2025-11-15 17:45:36+00:00,EIGENUSDT,0.7042145912099195,0.7043083000150667,-9.370880514725233e-05,-0.013305083178097955,-0.2155188808732538,-0.2145166524230395,,,,,0,0.7042614456124932,0.004225568673674959,0
2025-11-15 17:45:36+00:00,LPTUSDT,4.675478440282094,4.675734718871444,-0.0002562785893500674,-0.005481033564965036,1.893003649883377,1.8929254020373398,,,,,0,4.675606579576769,0.02805363947746061,0
2025-11-15 17:45:36+00:00,NMRUSDT,10.500341429308412,10.45267354043489,0.047667888873521136,0.45603537400382527,0.809076276040255,0.8044714773696487,,,,,0,10.47650748487165,0.0628590449092299,0
2025-11-15 17:45:36+00:00,ONDOUSDT,0.5874302515494615,0.5865873433526373,0.0008429081968241992,0.14369696284385564,-2.8834055344903655,-2.8802914858331254,,,,,0,0.5870087974510494,0.0035220527847062964,0
2025-11-15 17:45:36+00:00,PENGUUSDT,0.0132696343545233,0.0132625893483864,7.045006136900678e-06,0.053119386809317236,-3.7902792245327297,-3.789374339191727,,,,,0,0.01326611185145485,7.95966711087291e-05,0
2025-11-15 17:45:36+00:00,PUMPUSDT,0.0035963825128283,0.0035931878167056,3.1946961227000484e-06,0.08890980059119462,-1.3055498109642876,-1.3059074611221149,,,,,0,0.00359478516476695,2.15687109886017e-05,0
2025-11-15 17:45:36+00:00,SNXUSDT,0.7368735536578277,0.7370933028982086,-0.0002197492403809287,-0.029812947630494982,5.322487825777832,5.323674702695963,,,,,0,0.7369834282780181,0.004421900569668108,0
