entry_time,exit_time,symbol,direction,entry_price_ex1,entry_price_ex2,exit_price_ex1,exit_price_ex2,notional,pnl,holding_time_seconds
2025-11-15 17:54:19+00:00,2025-11-15 17:54:19+00:00,EIGENUSDT,1,0.706970453393604,0.708590321580123,0.706970453393604,0.708590321580123,100.0,-0.5,0.0
2025-11-15 17:55:09+00:00,2025-11-15 17:55:11+00:00,EIGENUSDT,1,0.7080737296480967,0.7142681894880216,0.7080737296480967,0.7094706003204225,100.0,0.1732238245316975,2.0
2025-11-15 17:55:19+00:00,2025-11-15 17:55:23+00:00,EIGENUSDT,1,0.7076470542742075,0.7175407024920778,0.7076470542742075,0.7115975746964113,100.0,0.3301685143307011,4.0
2025-11-15 17:55:40+00:00,2025-11-15 17:55:42+00:00,EIGENUSDT,1,0.7069335590955754,0.7132304416737273,0.7069340762894705,0.7132304416737273,100.0,-0.4999268544476899,2.0
2025-11-15 17:55:44+00:00,2025-11-15 17:56:01+00:00,EIGENUSDT,1,0.707059834493286,0.716537665798466,0.7076828616811494,0.7166037180046337,100.0,-0.4211418711268751,17.0
2025-11-15 18:07:15+00:00,2025-11-15 18:07:17+00:00,EIGENUSDT,1,0.7080978088725147,0.7157934043447579,0.7080978088725147,0.7093132029283657,100.0,0.40739951503122995,2.0
2025-11-15 18:07:23+00:00,2025-11-15 18:07:23+00:00,EIGENUSDT,1,0.7080789418337174,0.7093132026351465,0.7080789418337174,0.7093132026351465,100.0,-0.49999999999999994,0.0
2025-11-15 18:08:15+00:00,2025-11-15 18:08:17+00:00,EIGENUSDT,1,0.7082530238721609,0.7164092424549364,0.7082530238721609,0.708321048077067,100.0,0.6315874704741103,2.0
2025-11-15 18:11:58+00:00,2025-11-15 18:11:59+00:00,EIGENUSDT,1,0.7095053424089623,0.7174729058840936,0.7095053424089623,0.7114545266869245,100.0,0.34075947953595054,1.0
2025-11-15 18:12:45+00:00,2025-11-15 18:12:45+00:00,EIGENUSDT,1,0.7090934392753598,0.7125112586838114,0.7090934392753598,0.7125112586838114,100.0,-0.49999999999999994,0.0
2025-11-15 18:13:35+00:00,2025-11-15 18:13:35+00:00,EIGENUSDT,1,0.7098275750178316,0.7095743771022033,0.7098275750178316,0.7095743771022033,100.0,-0.49999999999999994,0.0
2025-11-15 18:13:39+00:00,2025-11-15 18:13:41+00:00,EIGENUSDT,1,0.7100959435775291,0.7152576926142148,0.7100602539452364,0.7112342124447385,100.0,0.05879053684046742,2.0
2025-11-15 18:14:39+00:00,2025-11-15 18:14:39+00:00,EIGENUSDT,1,0.7099465874770323,0.7133469620921028,0.7099465874770323,0.7133469620921028,100.0,-0.49999999999999994,0.0
2025-11-15 18:14:41+00:00,2025-11-15 18:14:41+00:00,EIGENUSDT,1,0.710028634194131,0.7115318487714247,0.710028634194131,0.7115318487714247,100.0,-0.5,0.0
2025-11-15 18:15:43+00:00,2025-11-15 18:15:45+00:00,EIGENUSDT,1,0.7103321519875783,0.7152110119684311,0.7103106168021257,0.7123027014385149,100.0,-0.09545912546457247,2.0
2025-11-15 18:17:38+00:00,2025-11-15 18:17:39+00:00,EIGENUSDT,1,0.7096030377963717,0.7157077120390015,0.7096030377963717,0.7098123371925529,100.0,0.3256071730401411,1.0
2025-11-15 18:17:56+00:00,2025-11-15 18:17:56+00:00,EIGENUSDT,1,0.7094059264006196,0.71055403577021,0.7094059264006196,0.71055403577021,100.0,-0.5,0.0
2025-11-15 18:19:35+00:00,2025-11-15 18:19:39+00:00,EIGENUSDT,1,0.7095653113414621,0.7164851994584566,0.7095687764252735,0.7114919165665298,100.0,0.19900475584268718,4.0
2025-11-15 18:19:58+00:00,2025-11-15 18:19:59+00:00,EIGENUSDT,1,0.7097555350715266,0.7164851926898284,0.7096781031293784,0.711491909845073,100.0,0.1876090327650179,1.0
